TITULO-ARTIGO;ANO-ARTIGO;GRANDE-AREA-1;AREA-1;SUB-AREA-1;GRANDE-AREA-2;AREA-2;SUB-AREA-2;GRANDE-AREA-3;AREA-3;SUB-AREA-3
Redes Urbanas, Desenvolvimento e Metabolismo do Capital: o caso de Montes Calros;2004;CIENCIAS_HUMANAS;História;;CIENCIAS_HUMANAS;Antropologia;;CIENCIAS_HUMANAS;Geografia;
Crítica ao Conceito de Desenvolvimento;2004;CIENCIAS_HUMANAS;História;;CIENCIAS_HUMANAS;Antropologia;;CIENCIAS_HUMANAS;Geografia;
A Expropriação do Conhecimento Local;2005;CIENCIAS_HUMANAS;História;;CIENCIAS_HUMANAS;Antropologia;;CIENCIAS_HUMANAS;Geografia;
Métodos contraceptivos: Qual? Porquê?;1999;CIENCIAS_DA_SAUDE;Enfermagem;;;;;;;
SEASONAL VARIATION OF TRACE ELEMENTS IN ENVIRONMENTAL SAMPLES FROM THE MUCURI VALLEY (MINAS GERAIS, BRAZIL);2013;;;;;;;;;
ESTUDO DA INTENSIDADE CORROSIVA DE METAIS EXPOSTOS  À ATMOSFERA  RURAL, URBANA E INDUSTRIAL  DA CIDADE DE MONTES CLAROS-MG;2013;;;;;;;;;
Síntese, Caracterização e Estudo Térmico de Complexos de Ga(III) e Al(III) com o ligante 2,2'-bipiridina;2004;CIENCIAS_EXATAS_E_DA_TERRA;Química;Química Inorgânica;;;;;;
Laboratório de Otimização de Sistemas Motrizes na UFSJ;2005;;;;;;;;;
Desenvolvimento de amplificador intracelular controlado por LABVIEW;2004;;;;;;;;;
Modelagem e simulação computacional de um sistema motriz composto por um inversor-motor-carga;2006;;;;;;;;;
Validação de modelos usando o Índice Ponderado de Coerência na presença de ruído;2008;;;;;;;;;
Sintonia de Controlador PID Usando Rede Imunológica Artificial;2008;;;;;;;;;
Construção de uma Bobina de Tesla;2013;ENGENHARIAS;Engenharia Elétrica;Circuitos Elétricos, Magnéticos e Eletrônicos;;;;;;
Características Elétricas do Projeto de linhas de Transmissão;2013;;;;;;;;;
Aspectos Relevantes na Alocação Econômica de Torres de linhas de Transmissão;2013;;;;;;;;;
Otimização do Projeto de Linhas de Transmissão Aéreas Compactas;2014;;;;;;;;;
Processo de Alocação de Torres de Linhas de Transmissão;2014;;;;;;;;;
Laboratório de Sistemas Motrizes na UFSJ;2005;;;;;;;;;
Ensinando Geometria através de dobraduras;2011;CIENCIAS_HUMANAS;Educação;;;;;;;
EXPLORANDO CONCEITOS DE GEOMETRIA ATRAVÉS DE ARTEFATOS MANIPULÁVEIS;2011;CIENCIAS_HUMANAS;Educação;;;;;;;
O USO DE MATERIAL DIDÁTICO MANIPULÁVEL NO ENSINO DA MATEMÁTICA: DA AÇÃO EXPERIMENTAL À REFLEXÃO;2012;;;;;;;;;
VISUALIZAÇÃO GEOMÉTRICA DO PRODUTO DE FRAÇÕES: UMA INVESTIGAÇÃO EM SALA DE AULA;2012;;;;;;;;;
Ampliação e redução de figura planas: uma atividade prática para o ensino de geometria;2013;CIENCIAS_HUMANAS;Educação;Educação Matemática / Ensino de Ciências e Matemática (formação de professores);;;;;;
Explorando formas geométricas com o Tangram;2013;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;ENSINO DA MATEMÁTICA;;;;;;
O uso do geoplano como recurso didático para o ensino de geometria;2013;CIENCIAS_HUMANAS;Educação;Educação Matemática / Ensino de Ciências e Matemática (formação de professores);;;;;;
O uso do Tangram como recurso didático para o ensino de frações;2013;CIENCIAS_HUMANAS;Educação;Educação Matemática / Ensino de Ciências e Matemática (formação de professores);;;;;;
Produtos notáveis: Uma abordagem alternativa para as aulas de matemática do Ensino Fundamental;2013;CIENCIAS_HUMANAS;Educação;Educação Matemática / Ensino de Ciências e Matemática (formação de professores);;;;;;
Explorando a modelagem matemática em sala de aula: Uma experiência com a torre de Hanói;2013;CIENCIAS_HUMANAS;Educação;Educação Matemática / Ensino de Ciências e Matemática (formação de professores);;;;;;
Explorando a construção do gráfico de funções exponenciais através de animações no software livre Winplot;2013;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;ENSINO DA MATEMÁTICA;;;;;;
Fazendo Ciência: Uma experiência com teste de chama;2013;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;ENSINO DA MATEMÁTICA;;;;;;
Explorando a modelagem matemática numa aula de química do ensino médio: A despoluição da água contaminada por uma substância química;2013;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;ENSINO DA MATEMÁTICA;;;;;;
Desvendando o micro computador;2013;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Sistemas de Computação;;;;;;
Explorando a construção do gráfico da função quadrática através de animações no software livre Winplot;2013;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;ENSINO DA MATEMÁTICA;;;;;;
Explorando a construção do gráfico de funções trigonométricas através de animações no software livre Winplot;2013;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;ENSINO DA MATEMÁTICA;;;;;;
O Ensino de leitura em língua estrangeira como uma prática problematizadora;2004;LINGUISTICA_LETRAS_E_ARTES;Lingüística;;LINGUISTICA_LETRAS_E_ARTES;Lingüística;Lingüística Aplicada;;;
Princípios e Procedimentos Cognitivos: consolidação de informação na memória de longo prazo;2004;;;;;;;;;
Estratégias Metacognitivas como Procedimento para Compreensão de Informações e Consolidação na MLP.;2005;;;;;;;;;
Representações de Gênero no Discurso de Mulheres Agricultoras do Projeto Jaíba.;2010;;;;;;;;;
O trabalho do professor de Língua Portuguesa: uma análise discursiva;2014;;;;;;;;;
Estudo de secagem de Bananas em secadores de bandejas com convecção natural;2000;;;;;;;;;
A Variação Lexical Através dos Empréstimos Lingüísticos da Área Econômica;2002;LINGUISTICA_LETRAS_E_ARTES;Lingüística;Lexicologia;;;;;;
A Variação Lexical Através dos Empréstimos Lingüísticos da Área Econômica: um estudo de caso;2003;LINGUISTICA_LETRAS_E_ARTES;Lingüística;Lexicologia;;;;;;
A Coesão e a Coerência em Argumentações Escolares dos Alunos do Ensino Médio;2004;CIENCIAS_HUMANAS;Educação;Planejamento e Avaliação Educacional;;;;;;
ECONOMÊS: Um estudo descritivo e analítico dos empréstimos lingüísticos veiculados na área da Economia;2004;CIENCIAS_HUMANAS;Educação;Planejamento e Avaliação Educacional;;;;;;
Coerência e Coesão nos Textos Argumentativos dos Alunos do Ensino Médio;2004;;;;;;;;;
Do Enunciado à Enunciação: a charge no processo enunciativo;2005;;;;;;;;;
Neologismo e sua Repercussão em um Meio de Comunicação Destinado as Jovens;2005;;;;;;;;;
Informática: um estudo descritivo e analítico dos empréstimos lingüísticos presentes na Revista INFO;2005;;;;;;;;;
O Enunciado e a Enunciação na Compreensão de Charges;2005;;;;;;;;;
Pragmática: uma análie das propostas de produções textuais em livros didáticos;2005;;;;;;;;;
Estratégias Argumentativas: a utilização realizada por alunos do Ensino Médio;2007;;;;;;;;;
Pragmática: uma análise das propostas de produções textuais em livros didáticos;2005;;;;;;;;;
Neologismo e sua Repercussão em um Meio de Comunicação Destinado aos Jovens;2005;;;;;;;;;
Informática: um estudo descritivo e analítico dos empréstimos lingüísticos presentes na Revista Info;2005;;;;;;;;;
O Enunciado e a Enunciação na Compreensão de Charges;2005;;;;;;;;;
Ethos paterno: um estudo de caso;2008;;;;;;;;;
A Segunda Grande Guerra sob o olhar do Major Martin Drewes;2008;CIENCIAS_HUMANAS;História;;CIENCIAS_HUMANAS;História;História Militar;CIENCIAS_HUMANAS;História;História Moderna e Contemporânea
Fotografia Espacial usando câmera programável com CHDK;2012;CIENCIAS_EXATAS_E_DA_TERRA;Astronomia;;;;;;;
"Nascidos com maus antecedentes: Leitura da representação dos imigrantes nordestinos em ""A hora da estrela"", de Clarice lispector";2009;LINGUISTICA_LETRAS_E_ARTES;Letras;;;;;;;
Nascidos com maus antecedentes: Leitura da representação dos imigrantes nordestinos em;2009;LINGUISTICA_LETRAS_E_ARTES;Letras;;;;;;;
Devaneio e metalinguagem em 'Onde estivestes de noite', de Clarice Lispector;2014;LINGUISTICA_LETRAS_E_ARTES;Letras;Literatura Brasileira;;;;;;
A maçã no escuro: Conto, romance, livro de palavras;2010;LINGUISTICA_LETRAS_E_ARTES;Letras;Literatura Brasileira;;;;;;
Proposta de Aplicação para Fornecimento e Visualização de Informações Geográficas em Aparelhos Celulares;2007;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;;;;;;;
Ensinar a Revolução Iraniana a partir dos Quadrinhos Persepolis: em Busca de uma Nova Metodologia;2009;;;;;;;;;
Revolução Iraniana de 1979 na Sala de Aula: Lendo e Analisando Os Quadrinhos Persepolis;2009;;;;;;;;;
Desenvolvimento de Aplicações de Cálculo Numérico Utilizando Javascript e Metaprogramação;2009;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;;;;;;;
Protótipo de um Web Crawler para Recuperação e Tratamento de Informações Relativas a Editais para Captação de Recursos;2009;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;;;;;;;
Portal de Agronegócios;2004;;;;;;;;;
Aplicação de Modelagem Nebulosa em Problemas de Otimização sob Condições de Incertezas;2010;;;;;;;;;
Tratamento de Incertezas no Problema do Caixeiro Viajante Simétrico e Assimétrico: Uma Abordagem Nebulosa;2010;;;;;;;;;
Tratamento de Incertezas no Projeto de Sistemas de Distribuição de Energia Elétrica:  Uma Abordagem Nebulosa;2012;ENGENHARIAS;Engenharia Elétrica;;;;;;;
Detecção de falhas em sistemas dinâmicos via uma formulação de rede  Fuzzy/Bayesiana: Estudo de caso em uma Máquina de Indução;2012;ENGENHARIAS;Engenharia Elétrica;;;;;;;
Gênero e Inclusão Digital: Empoderamento de mulheres no curso de extensão Informática Básica-IFNMG;2013;;;;;;;;;
Curso de Linguagem de Programação para Alunos do Ensino Médio;2013;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;;;;;;;
Estatísticas sobre Mulheres em Cursos de Informática Básica no Instituto Federal do Norte de Minas Gerais   IFNMG Campus Montes Claros;2013;;;;;;;;;
Estudo Avaliativo sobre a Viabilidade de Alteração no Controle da Aceleração de Caminhões;2013;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;;;;;;;
Grupo de Estudos e Curso de Programação na Linguagem C: Estratégias para o Ensino de Algoritmos no Ensino Médio no Instituto Federal Do Norte De Minas   IFNMG   Campus Montes Claros;2013;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;;;;;;;
Inclusão Digital de Mulheres;2013;;;;;;;;;
O Uso da Ferramenta Git como Forma de Compartilhar Saberes sobre Programação: uma Experiência no IFNMG Campus Montes Claros;2013;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;;;;;;;
Participação na Olimpíada Brasileira de Informática: Relato de Experiência no Curso Técnico em Informática Integrado ao Ensino Médio do IFNMG Campus Montes Claros;2013;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;;;;;;;
Adaptação de Uma Árvore Binária de Pesquisa Para Determinação da Fronteira de Não Dominância No NSGA-II;2010;ENGENHARIAS;Engenharia Elétrica;;;;;;;
Método de Pontos Interiores aplicado ao problema dos hipercubos de Klee-Minty;2010;ENGENHARIAS;Engenharia Elétrica;;;;;;;
Um Sistema Neuro-Imune aplicado ao Problema de Roteamento de Veículos;2010;ENGENHARIAS;Engenharia Elétrica;;;;;;;
Utilização de Algoritmos Genéticos para Otimização de Pontes Rolantes numa Siderurgia;2010;ENGENHARIAS;Engenharia Elétrica;;;;;;;
Utilização de Sistemas Nebulosos em Otimização Linear e Não Linear;2010;ENGENHARIAS;Engenharia Elétrica;;;;;;;
Web Crawlers na Linguagem Python - Um estudo de Caso de Recuperação de Informações em Ambiente Empresarial.;2010;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;;;;;;;
PROPOSTA DE DESENVOLVIMENTO DE UMA APLICAÇÃO MÓVEL BASEADA NA PLATAFORMA ANDROID PARA O CONTROLE DE SISTEMAS DE IRRIGAÇÃO;2013;;;;;;;;;
SISTEMA DE GERENCIAMENTO DO ATENDIMENTO ODONTOLÓGICO DO IFNMG CAMPUS MONTES CLAROS;2013;;;;;;;;;
A barreira Schottky nas interfaces Fe:GaAs(100) e Fe:Cs:GaAs(100);2005;CIENCIAS_EXATAS_E_DA_TERRA;Física;Física da Matéria Condensada;;;;;;
Growth of beta-FeSi2 self-assembled quantum dots;2006;CIENCIAS_EXATAS_E_DA_TERRA;Física;Física da Matéria Condensada;;;;;;
Iron silicides nanostructures grown by Reactive Deposition Epitaxy on Si(111);2007;;;;;;;;;
Using a Spatial Light Modulator for Quantum Tomography;2009;;;;;;;;;
Two-qudit Spatial State Tomography;2008;;;;;;;;;
Control of quantum transverse correlations on a four - photon system;2011;;;;;;;;;
O ensino da Estatística como viés para o desenvolvimento da modelagem e da busca de significado para os temas tradicionais da matemática;2010;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;;CIENCIAS_EXATAS_E_DA_TERRA;Matemática;Matemática Aplicada;;;
Controle Estatístico de casos notificados da doença de hepatites virais no Estado do Pará através de gráficos da soma acumulada(CUSUM);2012;;;;;;;;;
Identificação de áreas cujas altitudes são propícias ao cultivo de café na região de Viçosa-MG, por meio de Krigagem Indicativa.;2012;;;;;;;;;
Interpolação de indicadores através de krigagem : um estudo sobre o indicador de densidade de ocupação econômica das terras (doet) da Zona da Mata Mineira;2012;CIENCIAS_EXATAS_E_DA_TERRA;Probabilidade e Estatística;Probabilidade e Estatística Aplicadas;;;;;;
Notificação do número de casos de Hepatite no Estado do Pará via gráficos de controle;2011;;;;;;;;;
Probabilidade negativa? Bonferroni responde;2012;CIENCIAS_EXATAS_E_DA_TERRA;Probabilidade e Estatística;;;;;;;
Comparação de substratos na produção de mudas de cupuaçuzeiro: uma abordagem Bayesiana;2012;CIENCIAS_EXATAS_E_DA_TERRA;Probabilidade e Estatística;;;;;;;
Modelos de Interações Espaciais;2012;;;;;;;;;
\Modelo probabilístico para os casos de Leishmaniose visceral sob o enfoque Bayesiano;2011;;;;;;;;;
O desenrrolar das interações Espaciais;2012;;;;;;;;;
Análise geoestatística dos níveis de suficiência de Fósforo, Potássio,  Cálcio , Magnésio e a acidêz/alcalinidade na presença da altitude, que  interferem no cultivo de café: Um estudo feito por meio de mapas de  Krigagem Indicativa;2013;;;;;;;;;
Estudo comparativo das proporções de evasão nos cursos técnicos na modalidade subsequente e concomitante do IFNMG- Campus Montes Claros;2014;;;;;;;;;
Pressupostos ambientais/econômicos e suas influências sobre as relações empresariais na atualidade;2004;CIENCIAS_HUMANAS;Geografia;Geografia Ambiental;CIENCIAS_SOCIAIS_APLICADAS;Economia;Economias Agrária e dos Recursos Naturais;;;
Fundo Constitucional de Financiamento do Nordeste (FNE): uma visão geral e a sua atuação em Montes Claros (MG);2005;CIENCIAS_SOCIAIS_APLICADAS;Economia;Economia Regional e Urbana;CIENCIAS_SOCIAIS_APLICADAS;Economia;Economia Regional e Urbana;;;
Fundo Constitucional de Financiamento do Nordeste: uma visão geral;2003;CIENCIAS_SOCIAIS_APLICADAS;Economia;Economia Regional e Urbana;CIENCIAS_SOCIAIS_APLICADAS;Economia;Economia Regional e Urbana;;;
Economia e Desenvolvimento Sustentável: legislação ambiental como instrumento de avaliação/preservação (o caso do EIA/RIMA);2005;CIENCIAS_SOCIAIS_APLICADAS;Economia;Economias Agrária e dos Recursos Naturais;CIENCIAS_SOCIAIS_APLICADAS;Economia;Economia Ambiental;;;
Algumas considerações acerca da Geografia e a educação ambiental: um olhar acadêmico;2004;CIENCIAS_HUMANAS;Geografia;Geografia Ambiental;CIENCIAS_HUMANAS;Educação;Ensino-Aprendizagem;;;
Desenvolvimento Econômico e Desenvolvimento Sustentável: o uso do Estudo de Impacto Ambiental (EIA) e do Relatório de Impacto Ambiental (RIMA) como instrumentos de mediação;2005;CIENCIAS_HUMANAS;Geografia;Geografia Ambiental;CIENCIAS_SOCIAIS_APLICADAS;Economia;Economia do Meio Ambiente;;;
A Geografia e Educação Ambiental: algumas considerações sobre a proposta acadêmica;2008;;;;;;;;;
Mercado Municipal Sul - Montes Claros-MG como ferramenta de combate à pobreza: análise da percepção dos feirantes;2010;;;;;;;;;
A MESORREGIÃO DE PLANEJAMENTO E A REGIÃO AMPLIADA DE SAÚDE NORTE DE MINAS GERAISBRASIL : DINÂMICAS SÓCIOESPACIAIS;2013;CIENCIAS_DA_SAUDE;Saúde Coletiva;Saúde Pública;CIENCIAS_HUMANAS;Geografia;Geografia Regional;;;
O processo de ocupação do espaço norte-mineiro do século XVI aos anos de 1920: uma análise das primeiras atividades econômicas;2010;CIENCIAS_HUMANAS;Geografia;;CIENCIAS_SOCIAIS_APLICADAS;Economia;;CIENCIAS_SOCIAIS_APLICADAS;Economia;Teoria Econômica
Concepções alternativas na formação inicial de professores de química: pressuposto para uma reflexão sobre o processo ensino/aprendizagem.;2006;;;;;;;;;
Concepções de professores de química do ensino médio sobre o conceito densidade.;2006;;;;;;;;;
Pesquisa Colaborativa e Tecnologias da Informação e Comunicação na Construção de uma Proposta de Formação Continuada para Professores de Química do Ensino Médio;2007;CIENCIAS_HUMANAS;Educação;;;;;;;
Concepções Alternativas na Formação Inicial de Professores de Química: Pressuposto para uma Reflexão sobre o Processo Ensino/Aprendizagem (REAPRESENTAÇÃO);2007;;;;;;;;;
Abordagem de Aspectos Sociocientíficos em Sala de Aula de Química: a difícil transposição do discurso pra a prática;2009;;;;;;;;;
Discussões de temas sociocientíficos e interações discursivas em aulas de Química: o papel da verbalização e da articulação conceitual;2010;;;;;;;;;
Argumentação em discussões sociocientíficas: estabelecer o contexto, explorar o discurso;2011;;;;;;;;;
Avaliação do efeito da urina de vaca sobre o crescimento da alface;2008;CIENCIAS_AGRARIAS;Agronomia;;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;;;
Produção de repolho em vasos com diferentes doses de nitrogênio;2009;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;;;;;;
Produção de biomassa e qualidade de fruto de meloeiro cultivado em ambiente protegido variando número de folhas e local de fixação do fruto;2009;CIENCIAS_AGRARIAS;Agronomia;;;;;;;
Utilização de urina de vaca no cultivo de alface;2009;CIENCIAS_AGRARIAS;Agronomia;;;;;;;
Efeito da urina de vaca no estado nutricional da alface;2009;CIENCIAS_AGRARIAS;Agronomia;;;;;;;
Utilização de urina de vaca no cultivo de beterraba de mesa;2009;CIENCIAS_AGRARIAS;Agronomia;;;;;;;
Estado de N e produtividade de frutos da abobrinha em função de concentração e vias de aplicação da urina de vaca;2009;CIENCIAS_AGRARIAS;Agronomia;;;;;;;
Enraizamento e crescimento de mudas de mandioquinha-salsa submetidas à imersão em soluções de uirna de vaca.;2009;CIENCIAS_AGRARIAS;Agronomia;;;;;;;
Comportamento floral da abobrinha italiana em função da temperatura do ar;2010;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;;;;;;
Efeito de doses de nitrogênio sobre a produção de matéria fresca em plantas de taro Japonês;2010;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;;;;;;
Efeito da urina de vaca no crescimento de alho em manejo orgânico;2010;CIENCIAS_AGRARIAS;Agronomia;Fitotecnia;;;;;;
Desenvolvimento de um sistema de administração acadêmica para IES utilizando-se software livre;2003;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Metodologia e Técnicas da Computação;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Metodologia e Técnicas da Computação;;;
PSPm na Melhoria da Competência Pessoal no Desenvolvimento de Software;2006;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Metodologia e Técnicas da Computação;;;;;;
PSPm: A Hybrid Personal Software Process;2006;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;Metodologia e Técnicas da Computação;CIENCIAS_EXATAS_E_DA_TERRA;Probabilidade e Estatística;Estatística;CIENCIAS_EXATAS_E_DA_TERRA;Probabilidade e Estatística;Estatística
Aplicação da Cadeia de Markov para Ranqueamento de Sites;2014;CIENCIAS_EXATAS_E_DA_TERRA;Probabilidade e Estatística;Estatística;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;;;;
Implementação em Python da Análise Discriminante de Fisher e Aplicação como Classificador para Reconhecimento de Padrões;2014;CIENCIAS_EXATAS_E_DA_TERRA;Ciência da Computação;;CIENCIAS_EXATAS_E_DA_TERRA;Probabilidade e Estatística;Estatística;;;
A UTILIZAÇÃO DA INTERNET COMO AMBIENTE AUXILIAR DO TRABALHO PEDAGÓGICO;2010;;;;;;;;;
