TITULO-ARTIGO;ANO-ARTIGO;NOME-PESQUISADOR
FENOLOGIA DE Annona coriacea Mart. (ANNONACEAE) EM UM FRAGMENTO DE CERRADO SENSU STRICTO EM RIO VERDE, GOIÁS;2013;Michellia Pereira Soares
QUALIDADE MICROBIOLÓGICA DO AR EM AMBIENTES DE UMA INSTITUIÇÃO DE ENSINO DO SUDOESTE GOIANO;2012;Michellia Pereira Soares
ANÁLISE FITOSSOCIOLÓGICA DO COMPONENTE ARBÓREO DE UM REMANESCENTE DE CERRADÃO EM RIO VERDE   GOIÁS;2012;Michellia Pereira Soares
Regeneração natural de cerrado sob plantio de Eucalyptus camaldulensis Dehn. no norte de Minas Gerais, Brasil;2013;Michellia Pereira Soares
PRECIPITAÇÃO PLUVIAL MENSAL EM NÍVEIS DE PROBABILIDADE PELO AJUSTE DA DISTRIBUIÇÃO GAMA PARA DUAS LOCALIDADES DO SUDOESTE DA BAHIA. ;2005;Rogério Mendes Murta
Bagaço da cana-de-açúcar para alimentação de ruminantes;2008;Rogério Mendes Murta
Utilização do bagaço de cana-de-açúcar para a produção de energia;2008;Rogério Mendes Murta
Resultados brasileiros em confinamentos;2008;Rogério Mendes Murta
GANHO EM PESO E CARACTERÍSTICAS DA CARCAÇA DE OVINOS CONFINADOS ALIMENTADOS COM BAGAÇO DE CANA HIDROLISADO COM ÓXIDO DE CÁLCIO;2009;Rogério Mendes Murta
Avaliação do Sombreamento Artificial na Criação de Ovinos Deslanados na Região Semi-árida;2008;Rogério Mendes Murta
Formas de Apresentação da Cana-de-açúcar na Alimentação Animal;2008;Rogério Mendes Murta
Eficiência e metodologias dos indicadores em experimentações com bovinos;2009;Rogério Mendes Murta
Produção de vitelo;2009;Rogério Mendes Murta
Efeito do nível de concentrado na terminação de bovinos em confinamento;2009;Rogério Mendes Murta
Zona de conforto térmico de ovinos da raça Santa Inês com base nas respostas fisiológicas;2011;Rogério Mendes Murta
Desempenho e digestibilidade aparente dos nutrientes em ovinos alimentados com dietas contendo bagaço de cana-de-açúcar tratado com óxido de cálcio;2011;Rogério Mendes Murta
CARACTERIZAÇÃO DO PH EM CARCAÇAS DE CORDEIROS SANTA INÊS;2009;Rogério Mendes Murta
Comportamento ingestivo de vacas em lactação alimentadas com cana-de-açúcar ou feno da parte aérea da mandioca;2012;Rogério Mendes Murta
Viabilidade econômica do uso de fontes lipídicas na dieta de vacas em lactação;2013;Rogério Mendes Murta
Ingestive Behavior of Lambs Confined in Individual and Group Stalls;2014;Rogério Mendes Murta
Caracterização morfológica do trato gastrintestinal de cordeiros da raça Santa Inês submetidos a dietas com silagem de capim-elefante aditivada com casca de maracujá;2010;Rogério Mendes Murta
GRÃOS TRATADOS NA ALIMENTAÇÃO DE BOVINOS LEITEIROS;2009;Rogério Mendes Murta
Thermal comfort zone of Santa Ines sheep based on physiological responses;2011;Rogério Mendes Murta
Regionalização Hidrológica na Bacia do Alto São Francisco a montante da barragem de Três Marias, Minas Gerais;2001;Ronaldo Medeiros dos Santos
Estruturação Topológica de Grandes Bases de Dados de Bacias Hidrográficas;2008;Ronaldo Medeiros dos Santos
Avaliação do Desempenho de Sonda de Capacitância no Monitoramento da Umidade de Latossolos do Cerrado em Condições de Campo;2012;Ronaldo Medeiros dos Santos
Diversidade de abelhas visitantes das flores de Citrus em pomares de laranjeira e tangerineira;2011;Rosimeire Alves Guimarães
PERCEPÇÃO DE RISCO NO USO DE AGROTÓXICOS NA PRODUÇÃO DE TOMATE DO  DISTRITO DE NOVA MATRONA, SALINAS, MINAS GERAIS 1;2011;Santina Aparecida Ferreira Mendes
Efeitos da eletro-insensibilização em suínos no bem-estar animal e na qualidade da carne.;2007;Thiago Moreira dos Santos
Inspeção visual e avaliações bacteriológica e físico-química da carne de piramutaba;2008;Thiago Moreira dos Santos
Resistência de microrganismos patógenos (Clostridium, Salmonela, e Listeria) em embutidos crus e cozidos e carnes armazenadas em embalagem com atmosfera modificada;2008;Thiago Moreira dos Santos
Desempenho do consórcio cebolinha-rabanete, sob manejo orgânico.;2010;Tiago Reis Dutra
Influência da redução da área foliar na produção de mudas clonais de eucalipto.;2010;Tiago Reis Dutra
Desenvolvimento inicial de mudas de copaíba sob diferentes níveis de sombreamento e substratos;2012;Tiago Reis Dutra
Emergência e crescimento inicial da canafístula em diferentes substratos e métodos de superação de dormência;2012;Tiago Reis Dutra
Avaliação de fatores do ambiente de trabalho em atividades de um viveiro florestal de Curvelo, Minas Gerais;2012;Tiago Reis Dutra
Parâmetros fisiológicos de mudas de copaíba sob diferentes substratos e condições de sombreamento;2012;Tiago Reis Dutra
Ácido indolbutírico e substratos na alporquia de umbuzeiro;2012;Tiago Reis Dutra
Substratos alternativos e métodos de quebra de dormência para produção de mudas de canafístula;2013;Tiago Reis Dutra
Tecnologia para produção de mudas de Copaifera langsdorffii Desf. por meio de miniestaquia seminal;2014;Tiago Reis Dutra
Produtividade do milho em sistema agroecológico na caatinga mineira;2014;Tiago Reis Dutra
A prova de Ciências da Natureza no Enem;2013;Vailton Afonso da Silva
Efficacy of cypermethrin on the control of Struthiolipeurus spp. (Phthiraptera: Philopteridae) in ostrich;2008;Vanessa Paulino da Cruz Vieira
Atividade residual in vitro do pêlo de cobertura de cães tratados com dinotefuran sobre larvas e adultos de Ctenocephalides felis felis (Bouché, 1835) (SIPHONAPTERA: PULICIDAE);2008;Vanessa Paulino da Cruz Vieira
Atividade do extrato de nim sobre o desenvolvimento embrionário de Ctenocephalides felis felis (Bouché, 1835) (SIPHONAPTERA: PULICIDAE).;2008;Vanessa Paulino da Cruz Vieira
Eficácia do piretróide permetrina no controle de Psoroptes ovis (Hering, 1838) (Acari:Psoroptidae) em coelhos (Oryctolagus cuniculus) naturalmente infestados.;2008;Vanessa Paulino da Cruz Vieira
Eficácia mosquicida da eprinomectina no controle de Haematobia irritans em bovinos.;2008;Vanessa Paulino da Cruz Vieira
Efeito anti-alimentação de diferentes inseticidas para Ctenocephalides felis felis (Bouché, 1835) (Siphonaptera: Pulicidae) em cães;2010;Vanessa Paulino da Cruz Vieira
Eficácia de uma formulação para aplicação ambiental contendo o piretróide ciflutrina e o regulador de crescimento de insetos piriproxifen no controle de Ctenocephalides felis felis (Bouché, 1835) (Siphonaptera: Pulicidae);2010;Vanessa Paulino da Cruz Vieira
Avaliação in vitro de uma formulação contendo o piretróide ciflutrina e o IGR piriproxifen no controle de Ctenocephalides felis felis (Bouché, 1835) (Siphonaptera: Pulicidae);2010;Vanessa Paulino da Cruz Vieira
AvaliaÇão de diferentes dietas merídicas sobre a emergência de adultos de Ctenocephalides felis felis (Siphonaptera: Pulicidae);2010;Vanessa Paulino da Cruz Vieira
Larvicidal efficacy of nitenpyram on the treatment of myiasis caused by Cochliomyia hominivorax (Diptera: Calliphoridae) in dogs;2010;Vanessa Paulino da Cruz Vieira
Atividade do neonicotinóide  thiametoxam sobre Musca domestica (LINNAEUS, 1758) (DIPTERA, MUSCIDAE);2010;Vanessa Paulino da Cruz Vieira
Eficácia acaricida de uma emulsão contendo 10% de óleo de Nim (Azadirachta indi ca) no controle de Psoroptes ovis em coelhos naturalmente infestados;2012;Vanessa Paulino da Cruz Vieira
EFICÁCIA IN VITRO DE UMA FORMULAÇÃO AEROSSOL DE PIRIPROXIFEN E CIFLUTRINA NO CONTROLE DE Ctenocephalides felis felis (BOUCHÉ, 1835) (SIPHONAPTERA: PULICIDAE).;2012;Vanessa Paulino da Cruz Vieira
EFICÁCIA DO FIPRONIL ORAL NO CONTROLE DE Ctenocephalides felis felis (SIPHONAPTERA: PULICIDAE) E Rhipicephalus sanguineus (ACARI: IXODIDAE) EM CÃES.;2012;Vanessa Paulino da Cruz Vieira
Diagnóstico da educação agrícola numa perpectiva da agricultura familiar;2010;Vilson Alves Moreira
Impacto de uma intervenção para redução do desperdício em uma Unidade de Alimentação e Nutrição;2013;Vinícius Orlandi Barbosa Lima
Influência dos extrativos na resistência ao apodrecimento de seis espécies de madeiras;2005;Wagner Patricio de Sousa Júnior
Contribuições da UFV para o avanço e o desenvolvimento da área de energia a partir de energia de biomassa no Brasil;2004;Wagner Patricio de Sousa Júnior
Propriedades fisico-quimicas de briquetes aglutinados com adesivo de silicato;2009;Wagner Patricio de Sousa Júnior
Efeito da hidrólise ácida dos taninos de Eucalyptus grandis w. hill ex Maiden nas propriedades dos adesivos tânicos;2009;Wagner Patricio de Sousa Júnior
Propriedades fisicas e mecanicas dos papeis reciclados utilizados para fabricação de tubetes;2012;Wagner Patricio de Sousa Júnior
"Utilização de ""pé-de-cuba"" oriundo da fabricação de cachaça artesanal na alimentação de frangos criados no sistema caipira em Salinas/MG";2009;Wesley Antunes Meireles
Mastectomia radical em uma ovelha da raça Santa Inês com mastite gangrenosa e piodermite aguda. Relato de caso.;2010;Wesley Antunes Meireles
Aproveitamento de resíduos da fabricação de cachaça para produção de etanol;2010;Wesley Antunes Meireles
A importância e dificuldades do cultivo e reprodução de peixes nativos no Brasil.;2010;Wesley Antunes Meireles
Representação matemática da correlação entre acidez total no  vinho  e acidez volátil na  cachaça;2010;Wesley Antunes Meireles
Reprodução induzida de alguns peixes migradores das bacias dos rios Pardo e Jequitinhonha.;2011;Wesley Antunes Meireles
Ocorrência de dois casos de queilosquise ligados à endogamia em bezerros da raça Girolando.;2011;Wesley Antunes Meireles
AVALIAÇÃO MORFOLÓGICA DO SISTEMA REPRODUTOR MASCULINO DE Panthera tigris;2012;Wesley Antunes Meireles
Comparações histológicas e ultra-estruturais do peritônio de saguis e peixes.;2012;Wesley Antunes Meireles
Dinâmica da matéria orgânica em um Latossolo Vermelho-Escuro Distrófico, fase cer-rado, submetido a diferentes sistemas de manejo. Ceres, v 38, n 3, p 513-21.;1991;Élcio José do Nascimento
Suplementação de 25(OH)D3 em dietas para poedeiras comerciais em final de produção;2011;Diogo de Moraes Cardoso
Influência da Idade da Matriz Pesada Sobre as Propriedades Estruturais da Casca do Ovo;2011;Diogo de Moraes Cardoso
Desempenho produtivo de frangos de corte machos alimentados com diferentes níveis de sódio;2011;Diogo de Moraes Cardoso
Efeito da granulometria e do nível de energia em rações peleizadas sobre a digestibilidade dos nutrientes em frangos de corte na fase de crescimento;2011;Diogo de Moraes Cardoso
Análise ultraestrutural da espessura da casca de ovos incubáveis provenientes de matrizes pesadas com diferentes idades;2011;Diogo de Moraes Cardoso
Digestibilidade dos nutrientes em frangos de corte com diferentes granulometrias e níveis de energia da ração;2011;Diogo de Moraes Cardoso
Comparação entre o método de coleta total de excretas e o uso do LIPE para mensurar os coeficientes de digestibilidade dos nutrientes para frangos de corte;2011;Diogo de Moraes Cardoso
Efeito da cantaxantina e do período de armazenamento sobre a qualidade de ovos de matrizes pesadas;2010;Diogo de Moraes Cardoso
Efeitos da Cantaxantina e do Período de Armazenamento Sobre a Composição de Gema de Ovos de Matrizes Pesadas;2010;Diogo de Moraes Cardoso
Desempenho de Poedeiras na Fase Inicial com Rações Contendo Diferentes Níveis Nutricionais;2010;Diogo de Moraes Cardoso
Níveis de Sódio em Dietas para Frangos de Corte;2010;Diogo de Moraes Cardoso
Nutritional alternative for broilers chickens under heat stress;2013;Diogo de Moraes Cardoso
Nutritional alternative for broilers;2013;Diogo de Moraes Cardoso
CORRELAÇÕES FENOTÍPICAS ENTRE CARACTERES AGRONÔMICOS E DE PRODUÇÃO EM MILHO EM CONDIÇÕES DE ESTRSSE;2001;Francisco Valdevino Bezerra Neto
AVALIAÇÃO DE LINHAGENS DE MILHO NA FORMA DE TOP CROSS EM DUAS CONDIÇÕES DE ADUBAÇÃO NITROGENADA;2000;Francisco Valdevino Bezerra Neto
AVALIAÇÃO DE CARACTERES AGRONÔMICOS EM CULTIVARES LOCAIS E MELHORADOS DE MILHO SOB DOIS NÍVEIS DE ADUBAÇÃO NITROGENADA;2001;Francisco Valdevino Bezerra Neto
VARIABILIDADE GENÉTICA EM CARACTERES AGRONÔMICOS DE MILHETO PÉROLA;2002;Francisco Valdevino Bezerra Neto
DESENVOLVIMENTO AGROECOLÓGICO: PRÁTICA DE ENSINO DE CIÊNCIAS AGRÍCOLAS E A APROXIMAÇÃO COM AS COMUNIDADES RURAIS DO MUNICÍPIO DE PARACAMBI - RJ;2002;Francisco Valdevino Bezerra Neto
Avaliação agronômica de linhagens avançadas de abóbora em Campos dos Goytacazes-RJ;2005;Francisco Valdevino Bezerra Neto
Conservação natural pós-colheita de frutos de linhagens e cultivares de abóbora em Seropédica-RJ.;2005;Francisco Valdevino Bezerra Neto
Estimativa de correlações simples em linhagens de abóbora.;2005;Francisco Valdevino Bezerra Neto
Número mínimo de famílias de irmãos completos para representar uma população de maracujazeiro amarelo;2005;Francisco Valdevino Bezerra Neto
Alternativas de seleção em maracujazeiro amarelo baseado no delineamento I;2005;Francisco Valdevino Bezerra Neto
Predição de ganhos de seleção em características produtivas de maracujazeiro-amarelo baseada no Delineamento I;2005;Francisco Valdevino Bezerra Neto
Estimativas de correlações fenotípicas e genéticas aditivas em características produtivas de maracujazeiro amarelo;2005;Francisco Valdevino Bezerra Neto
Produção e características de frutos de abóbora em Seropédica-RJ.;2006;Francisco Valdevino Bezerra Neto
Identificação de fontes de resistência à murcha-de-curtobacterium em feijão-de-vagem;2006;Francisco Valdevino Bezerra Neto
Avaliação da adaptação de cultivares elite de mamoneira (Ricinus communis L.) nas condições de Campos dos Goytacazes;2007;Francisco Valdevino Bezerra Neto
Avaliação do desenvolvimento de caracteres do rácemo em genótipos de mamoneira (Ricinus communis L.);2007;Francisco Valdevino Bezerra Neto
Divergência genética em acessos de mamona (Ricinus communis L.) com base nos componentes principais;2007;Francisco Valdevino Bezerra Neto
Caracterização de rácemos de quatorze acessos de mamona;2007;Francisco Valdevino Bezerra Neto
Avaliação agronômica de seis genótipos de girassol em duas épocas de semeadura em Campos dos Goytacazes;2007;Francisco Valdevino Bezerra Neto
AVALIAÇÃO AGRONÔMICA DE SEIS GENÓTIPOS DE GIRASSOL EM DUAS ÉPOCAS DE SEMEADURA EM CAMPOS DOS GOYTACAZES;2007;Francisco Valdevino Bezerra Neto
DIVERGÊNCIA GENÉTICA ENTRE GENÓTIPOS DE MAMONA UTILIZANDO CARACTERES DE RÁCEMOS E FRUTOS;2007;Francisco Valdevino Bezerra Neto
DIVERGÊNCIA GENÉTICA EM ACESSOS DE MAMONA COM BASE NOS COMPONENTES PRINCIPAIS;2007;Francisco Valdevino Bezerra Neto
CARACTERIZAÇÃO DE RÁCEMOS E FRUTOS DE TREZE ACESSOS DE MAMONA;2007;Francisco Valdevino Bezerra Neto
AVALIAÇÃO DA ADAPTAÇÃO DE CULTIVARES ELITES DE MAMONEIRA NAS CONDIÇÕES DE CAMPOS DOS GOYTACAZES-RJ;2007;Francisco Valdevino Bezerra Neto
Diversidade genética entre e dentro de linhagens de abóbora com base em marcadores moleculares.;2007;Francisco Valdevino Bezerra Neto
Estimativa do coeficiente de repetibilidade para caracteres do fruto de abóbora;2007;Francisco Valdevino Bezerra Neto
Avaliação da incidência de mofo cinzento em genótipos de mamoneira no período de outono-inverno em Campos dos Goytacazes-RJ.;2007;Francisco Valdevino Bezerra Neto
RENDIMENTO DAS VARIEDADES DE MAMONA DA EMBRAPA NORDESTINA E PARAGUAÇU CULTIVADAS NO MUNICÍPIO DE CAMPOS, ESTADO DO RIO DE JANEIRO;2008;Francisco Valdevino Bezerra Neto
CARACTERÍSTICAS MORFOLÓGICAS PRELIMINARES DE LINHAGENS DE ABÓBORA PARA PROTEÇÃO NO SERVIÇO NACIONAL DE PROTEÇÃO DE CULTIVARES SNPC EM CAMPOS DOS GOYTACAZES-RJ.;2008;Francisco Valdevino Bezerra Neto
DESEMPENHO AGRONÔMICO DE LINHAGENS AVANÇADAS DE ABÓBORA COM POTENCIAL PARA O LANÇAMENTO DE NOVAS CULTIVARES;2008;Francisco Valdevino Bezerra Neto
GERMINAÇÃO IN VITRO DE GRÃOS DE PÓLEN DE BANANEIRA;2008;Francisco Valdevino Bezerra Neto
DIVERSIDADE GENÉTICA DE DIPLÓIDES DE BANANA POR MEO DE MARCADORES MICROSSÁTELIS.;2008;Francisco Valdevino Bezerra Neto
Monitoramento em Características Físicas de um Latossolo Vermelho distrófico com Textura Argilosa Manejado com os sistemas de Plantio Direto e Convencional;2012;Francisco Valdevino Bezerra Neto
Qualidade do Maracujazeiro Amarelo em Resposta a Adubação com cloreto de potássio;2010;Francisco Valdevino Bezerra Neto
Influência de diferentes Técnicas de condução inical do café conilon no aumento da emissão de brotos no primeiro ano de plantio;2010;Francisco Valdevino Bezerra Neto
